timestamp,vehicle_id,speed_kph,engine_temp_c,fuel_used_l,odometer_km,lat,lon
2025-11-06T01:27:10:000Z,V012,99,111,1.83,88138,27.517888,80.486564
2025-11-06T02:33:10:000Z,V044,105,118,1.92,127728,24.419462,77.343536
2025-11-06T02:00:10:000Z,V037,1,64,1.31,114561,23.188639,83.42745
2025-11-06T06:13:10:000Z,V015,41,81,2.37,65486,21.09078,83.473893
2025-11-06T02:43:10:000Z,V023,111,79,2.86,96785,21.080035,72.522059
2025-11-06T02:11:10:000Z,V012,93,95,1.46,92650,21.77386,71.55354
2025-11-06T05:51:10:000Z,V037,101,79,1.5,219488,27.805392,81.660535
2025-11-06T04:35:10:000Z,V007,80,89,1.16,151557,24.480742,80.0715
2025-11-06T03:24:10:000Z,V021,104,93,2.97,199127,23.029684,72.510156
2025-11-06T01:24:10:000Z,V019,92,103,0.57,203583,25.600256,74.316392
2025-11-06T09:08:10:000Z,V040,65,63,0.59,76309,20.035314,72.171087
2025-11-06T04:27:10:000Z,V047,9,65,0.68,148808,20.047128,78.772624
2025-11-06T03:52:10:000Z,V026,44,71,0.18,52601,24.018648,86.161446
2025-11-06T03:44:10:000Z,V037,66,107,2.82,174953,21.771682,82.984301
2025-11-06T05:08:10:000Z,V041,109,109,2.49,25361,22.965719,75.584362
2025-11-06T06:38:10:000Z,V002,85,75,2.18,165333,27.500878,85.389505
2025-11-06T07:56:10:000Z,V043,48,103,1.15,207803,23.568543,76.365987
2025-11-06T04:09:10:000Z,V026,100,82,1.71,141160,21.723981,70.637337
2025-11-06T06:06:10:000Z,V032,99,102,2.6,225096,20.19495,73.941379
2025-11-06T06:35:10:000Z,V023,0,114,1.06,156426,26.390472,86.903887
2025-11-06T03:20:10:000Z,V002,18,67,0.31,128770,20.702455,82.143682
2025-11-06T05:12:10:000Z,V004,58,79,2.68,102199,23.736606,82.337069
2025-11-06T04:27:10:000Z,V000,21,75,0.15,20066,21.085692,80.196169
2025-11-06T03:18:10:000Z,V016,1,71,1.34,101345,20.386089,75.108501
2025-11-06T06:15:10:000Z,V034,102,86,1.75,220343,26.417062,75.087662
2025-11-06T01:37:10:000Z,V028,40,94,2.86,141118,27.287452,75.748562
2025-11-06T06:19:10:000Z,V011,110,82,1.77,153595,23.600436,81.353578
2025-11-06T08:38:10:000Z,V008,78,62,0.77,228138,27.506161,79.111276
2025-11-06T02:12:10:000Z,V002,80,70,1.11,60278,26.226855,70.536868
2025-11-06T05:55:10:000Z,V027,77,66,2.61,210668,21.105512,73.46887
2025-11-06T05:11:10:000Z,V049,15,66,2.49,127058,20.668986,81.765666
2025-11-06T06:17:10:000Z,V039,87,72,2.77,169404,22.976061,75.225361
2025-11-06T06:08:10:000Z,V043,81,108,0.49,192713,26.649599,74.242739
2025-11-06T07:27:10:000Z,V042,106,72,2.13,59856,20.569861,72.900725
2025-11-06T03:10:10:000Z,V009,41,109,0.38,91140,20.373358,78.695126
2025-11-06T02:37:10:000Z,V024,14,89,0.56,215678,25.18293,79.2519
2025-11-06T02:59:10:000Z,V021,51,87,1.11,228645,26.73018,81.923538
2025-11-06T09:03:10:000Z,V017,14,104,0.38,161766,21.313816,78.18226
2025-11-06T05:51:10:000Z,V031,35,103,2.16,151879,24.222162,86.569225
2025-11-06T07:55:10:000Z,V024,115,67,0.95,66530,21.530377,80.125263
2025-11-06T08:26:10:000Z,V006,22,110,1.73,103283,27.387457,87.374228
2025-11-06T06:33:10:000Z,V041,25,88,0.47,85797,26.967142,83.097668
2025-11-06T02:39:10:000Z,V003,109,73,2.07,149707,21.095131,82.212484
2025-11-06T07:14:10:000Z,V037,113,74,1.03,116144,26.598397,73.240432
2025-11-06T07:28:10:000Z,V034,34,85,0.99,121260,20.881125,71.914825
2025-11-06T05:13:10:000Z,V040,76,112,0.54,179304,27.722607,74.467849
2025-11-06T01:37:10:000Z,V000,64,65,2.89,160109,27.007092,78.333309
2025-11-06T09:26:10:000Z,V045,37,117,2.09,114245,26.9788,86.251288
2025-11-06T02:05:10:000Z,V012,84,75,2.7,57648,25.302809,71.753912
2025-11-06T03:50:10:000Z,V001,3,76,0.52,176928,24.253144,72.032584
2025-11-06T08:14:10:000Z,V039,69,75,2.21,70818,26.214323,76.069692
2025-11-06T07:31:10:000Z,V021,38,84,2.89,62181,21.239276,84.984976
2025-11-06T03:37:10:000Z,V012,7,103,1.77,80700,24.693802,81.57084
2025-11-06T04:31:10:000Z,V012,19,100,2.67,191215,20.350338,77.339528
2025-11-06T04:44:10:000Z,V022,107,67,0.43,232739,22.220019,70.317758
2025-11-06T02:39:10:000Z,V029,55,112,0.36,42295,26.051388,86.360637
2025-11-06T03:35:10:000Z,V010,10,103,0.69,107725,24.549056,78.856953
2025-11-06T09:39:10:000Z,V040,96,111,1.21,122631,27.795562,76.491501
2025-11-06T09:29:10:000Z,V021,108,108,1.93,114524,23.890378,82.296393
2025-11-06T01:54:10:000Z,V035,53,119,2.2,191136,23.186292,81.385521
2025-11-06T04:15:10:000Z,V020,86,78,0.51,113020,27.122965,71.144421
2025-11-06T08:43:10:000Z,V000,90,78,1.22,112891,21.407496,86.647734
2025-11-06T04:52:10:000Z,V044,13,106,1.02,107093,23.908115,83.352571
2025-11-06T05:23:10:000Z,V007,111,84,2.72,229105,26.45547,73.864049
2025-11-06T09:36:10:000Z,V044,9,69,0.19,127565,20.248032,81.102082
2025-11-06T05:56:10:000Z,V023,72,105,0.87,219719,27.017856,86.115685
2025-11-06T02:37:10:000Z,V036,90,90,2.54,175594,20.183676,79.583598
2025-11-06T07:59:10:000Z,V035,115,81,2.35,134488,21.083794,73.105438
2025-11-06T09:01:10:000Z,V027,113,94,1.93,95882,23.540754,77.672822
2025-11-06T07:57:10:000Z,V022,15,71,1.3,118716,25.993367,82.934011
2025-11-06T04:14:10:000Z,V037,54,105,1.26,146535,20.075418,74.685903
2025-11-06T03:00:10:000Z,V033,5,78,1.4,79973,20.529311,72.12398
2025-11-06T05:26:10:000Z,V024,88,119,0.14,106094,20.425311,84.80958
2025-11-06T05:56:10:000Z,V009,63,61,2.26,77635,21.106403,78.727778
2025-11-06T03:22:10:000Z,V049,68,104,1.62,157913,27.910706,82.807849
2025-11-06T01:50:10:000Z,V026,66,104,0.3,59500,23.335657,87.423461
2025-11-06T08:49:10:000Z,V019,91,73,0.49,99903,24.550887,75.878462
2025-11-06T03:57:10:000Z,V027,109,118,1.36,191032,22.853707,79.253802
2025-11-06T02:05:10:000Z,V025,88,115,0.21,170948,20.173093,72.378759
2025-11-06T07:03:10:000Z,V022,9,95,1.4,210776,21.140062,83.804254
2025-11-06T06:54:10:000Z,V048,4,111,0.35,49803,24.505917,79.68039
2025-11-06T07:04:10:000Z,V020,63,102,2.72,124697,25.661518,71.383027
2025-11-06T06:48:10:000Z,V045,117,64,1.51,62426,20.810419,74.481332
2025-11-06T01:59:10:000Z,V037,39,93,1.37,26169,24.518899,72.525195
2025-11-06T09:26:10:000Z,V013,36,74,1.06,104483,23.70242,78.331647
2025-11-06T07:22:10:000Z,V012,48,103,0.92,54326,25.026256,84.418658
2025-11-06T02:40:10:000Z,V030,103,115,0.3,204827,25.668213,71.266034
2025-11-06T05:55:10:000Z,V007,111,104,0.14,25308,21.019312,86.483146
2025-11-06T04:31:10:000Z,V042,53,68,2.11,244809,20.408014,77.27783
2025-11-06T09:13:10:000Z,V027,111,69,2.63,100438,20.074502,85.448406
2025-11-06T01:21:10:000Z,V022,31,91,2.99,168973,20.007171,75.733963
2025-11-06T04:36:10:000Z,V040,102,111,0.25,137355,26.349853,85.024276
2025-11-06T08:30:10:000Z,V045,44,62,2.31,54635,22.073217,82.597903
2025-11-06T08:56:10:000Z,V017,71,102,1.19,129447,23.758843,75.88395
2025-11-06T05:29:10:000Z,V010,50,109,0.5,91908,27.346129,71.383024
2025-11-06T08:55:10:000Z,V017,108,61,2.67,184836,25.268102,70.343374
2025-11-06T05:17:10:000Z,V024,63,90,2.35,219929,20.592436,83.613638
2025-11-06T05:47:10:000Z,V012,105,85,0.45,173415,24.458429,72.031242
2025-11-06T02:01:10:000Z,V044,44,82,0.98,86252,20.390407,71.236189
2025-11-06T05:36:10:000Z,V018,50,91,2.93,234384,24.080053,75.073426
2025-11-06T09:10:10:000Z,V012,86,90,2.39,50002,22.700128,85.869205
2025-11-06T01:38:10:000Z,V005,41,79,0.52,197020,23.796322,85.886455
2025-11-06T02:43:10:000Z,V010,84,98,0.71,48101,21.498816,87.286404
2025-11-06T03:48:10:000Z,V029,85,118,2.57,180075,22.160439,77.083072
2025-11-06T05:10:10:000Z,V035,20,90,1.37,125814,23.541175,79.44617
2025-11-06T06:21:10:000Z,V017,75,74,1.12,233766,25.712468,86.710031
2025-11-06T04:09:10:000Z,V024,12,68,2.34,28199,24.063495,82.703737
2025-11-06T07:56:10:000Z,V041,75,114,2.42,225911,26.657329,74.297922
2025-11-06T07:21:10:000Z,V045,64,94,0.54,118401,23.902531,81.601446
2025-11-06T02:39:10:000Z,V048,17,98,1.68,213882,24.844363,71.22466
2025-11-06T08:27:10:000Z,V041,93,70,2.81,175019,26.742956,71.847813
2025-11-06T07:40:10:000Z,V026,1,114,0.86,187199,21.466828,73.392538
2025-11-06T04:03:10:000Z,V024,74,80,2.24,123899,26.451618,82.029025
2025-11-06T09:09:10:000Z,V038,91,115,1.37,176655,24.083994,80.145586
2025-11-06T05:03:10:000Z,V033,30,117,0.75,60030,27.009289,85.019772
2025-11-06T03:26:10:000Z,V000,54,102,1.1,222037,21.964556,87.165124
2025-11-06T01:47:10:000Z,V027,39,97,2.57,42277,25.936639,70.390831
2025-11-06T07:33:10:000Z,V028,52,102,2.31,200969,27.752597,72.462382
2025-11-06T03:43:10:000Z,V014,81,91,2.83,177859,27.732673,85.065928
2025-11-06T05:16:10:000Z,V043,24,99,2.47,199681,23.328188,76.465708
2025-11-06T07:55:10:000Z,V021,24,88,1.15,74357,21.994905,82.563437
2025-11-06T07:08:10:000Z,V000,75,89,1.83,134640,21.424713,81.343209
2025-11-06T03:18:10:000Z,V006,6,110,1.44,74461,21.584021,82.08676
2025-11-06T03:38:10:000Z,V025,1,115,0.29,125875,24.678297,85.831347
2025-11-06T08:39:10:000Z,V035,17,73,2.9,61302,21.035699,86.847989
2025-11-06T04:28:10:000Z,V045,94,82,2.13,64208,24.676553,86.081794
2025-11-06T06:09:10:000Z,V034,94,83,2.38,83045,24.991825,77.096471
2025-11-06T04:09:10:000Z,V040,98,77,0.69,211348,26.922553,72.273883
2025-11-06T03:13:10:000Z,V022,68,109,1.14,249848,25.728877,83.099801
2025-11-06T01:36:10:000Z,V043,3,87,2.13,117217,23.785215,71.495634
2025-11-06T03:23:10:000Z,V017,87,64,1.78,187306,21.422989,87.661117
2025-11-06T03:14:10:000Z,V023,67,81,0.5,34198,25.684822,87.219908
2025-11-06T07:21:10:000Z,V030,40,78,0.29,153189,20.668843,81.966895
2025-11-06T02:07:10:000Z,V009,107,109,0.11,33808,27.598318,78.788834
2025-11-06T07:40:10:000Z,V017,72,111,2.75,20702,27.947182,87.307949
2025-11-06T06:42:10:000Z,V026,72,110,1.15,66750,23.275378,75.222663
2025-11-06T05:05:10:000Z,V043,53,104,1.46,77766,21.795046,79.90846
2025-11-06T06:15:10:000Z,V049,77,96,1.53,108163,23.62194,87.288593
2025-11-06T07:04:10:000Z,V001,47,95,1.68,229141,21.992633,71.304466
2025-11-06T09:20:10:000Z,V000,55,118,0.27,154153,27.366731,85.207074
2025-11-06T05:36:10:000Z,V044,19,75,1.1,59853,27.877025,72.732529
2025-11-06T01:58:10:000Z,V024,90,102,1.96,44753,25.012085,84.911954
2025-11-06T08:04:10:000Z,V045,34,88,0.14,22132,27.203154,76.738794
2025-11-06T08:38:10:000Z,V041,39,113,1.11,211317,24.996273,77.93118
2025-11-06T04:27:10:000Z,V016,61,95,0.66,243282,24.765999,80.626739
2025-11-06T07:48:10:000Z,V017,70,105,2.24,136032,27.087224,70.105486
2025-11-06T03:58:10:000Z,V021,91,81,0.14,159851,23.831218,81.456642
2025-11-06T05:45:10:000Z,V014,29,85,2.63,24317,27.058932,80.784015
2025-11-06T03:47:10:000Z,V047,68,63,2.51,63115,21.216893,79.628112
2025-11-06T01:56:10:000Z,V048,78,73,2.69,117485,22.500367,72.186453
2025-11-06T03:00:10:000Z,V036,110,113,2.65,206655,25.18153,81.662631
2025-11-06T08:33:10:000Z,V002,114,101,0.28,181781,25.966972,74.601653
2025-11-06T05:04:10:000Z,V037,80,119,2.42,50861,21.894398,78.021232
2025-11-06T06:32:10:000Z,V041,30,89,2.32,216526,26.13153,76.238154
2025-11-06T09:12:10:000Z,V025,47,87,0.82,133137,25.933267,81.691348
2025-11-06T03:16:10:000Z,V025,90,118,0.73,24320,24.890367,86.544471
2025-11-06T04:24:10:000Z,V000,15,72,1.73,131851,22.411017,86.111016
2025-11-06T04:37:10:000Z,V023,20,67,2.92,39671,23.270449,77.43664
2025-11-06T08:40:10:000Z,V027,26,93,0.19,136221,24.89956,70.470536
2025-11-06T07:09:10:000Z,V033,36,72,1.49,63384,23.45298,71.281282
2025-11-06T07:20:10:000Z,V037,25,96,0.6,98050,22.105373,85.464321
2025-11-06T02:47:10:000Z,V017,13,83,2.42,221445,22.26788,71.262674
2025-11-06T06:06:10:000Z,V042,50,70,1.62,124596,26.155791,78.589253
2025-11-06T05:05:10:000Z,V038,95,73,2.21,64625,24.775706,84.157183
2025-11-06T03:03:10:000Z,V032,52,116,0.68,146800,22.183157,86.288331
2025-11-06T02:48:10:000Z,V023,91,64,1.72,22774,25.563192,73.181383
2025-11-06T07:26:10:000Z,V006,43,63,0.52,95919,25.922874,80.121386
2025-11-06T01:30:10:000Z,V049,73,87,0.55,29767,20.651612,74.565338
2025-11-06T04:39:10:000Z,V009,102,113,1.21,25517,21.908583,87.556113
2025-11-06T05:54:10:000Z,V025,109,112,1.48,93380,25.948336,87.141853
2025-11-06T05:42:10:000Z,V038,56,95,1.03,185380,22.771066,85.810828
2025-11-06T05:03:10:000Z,V017,59,106,0.11,31271,26.795424,72.478756
2025-11-06T02:12:10:000Z,V012,88,91,0.99,120111,26.405784,81.915432
2025-11-06T07:31:10:000Z,V006,14,65,2.63,134729,27.195356,86.941303
2025-11-06T06:49:10:000Z,V014,39,79,2.14,234137,21.545926,71.50359
2025-11-06T02:51:10:000Z,V034,105,70,1.16,80143,21.803063,72.179736
2025-11-06T05:02:10:000Z,V011,83,99,0.51,246948,26.100866,84.549166
2025-11-06T02:51:10:000Z,V036,110,117,1.41,55946,23.074168,72.240853
2025-11-06T09:30:10:000Z,V012,29,81,0.26,219210,26.550126,78.842109
2025-11-06T08:56:10:000Z,V041,112,76,1.21,53566,24.864596,87.059462
2025-11-06T04:39:10:000Z,V048,5,112,2.23,111164,27.436197,72.785564
2025-11-06T06:27:10:000Z,V004,66,80,1.77,75982,21.488042,78.186953
2025-11-06T03:38:10:000Z,V013,26,110,2.58,204270,23.595254,70.937917
2025-11-06T08:54:10:000Z,V043,6,103,2.13,152328,22.197351,78.358558
2025-11-06T01:41:10:000Z,V015,42,64,2.05,204537,25.265412,72.35167
2025-11-06T02:40:10:000Z,V005,0,113,2.21,168209,21.940027,74.162884
2025-11-06T09:14:10:000Z,V038,97,61,1.68,128246,25.932755,73.383928
2025-11-06T02:38:10:000Z,V045,46,118,0.94,178504,25.423582,76.036378
2025-11-06T07:12:10:000Z,V005,49,110,1.32,235963,26.109105,72.269212
2025-11-06T06:08:10:000Z,V026,23,100,0.29,71538,25.634106,82.133898
2025-11-06T01:52:10:000Z,V005,30,70,1.29,106634,27.396294,83.874142
2025-11-06T01:43:10:000Z,V040,71,116,1.07,173236,25.623722,71.384692
2025-11-06T05:35:10:000Z,V005,25,112,1.2,85363,23.844989,86.026384
2025-11-06T08:03:10:000Z,V038,78,100,0.75,55974,27.57694,82.280831
2025-11-06T09:37:10:000Z,V047,103,77,0.24,74508,26.286769,81.006345
2025-11-06T08:54:10:000Z,V027,8,86,1.5,123920,21.275069,84.712904
2025-11-06T04:14:10:000Z,V015,118,98,1.98,242184,24.223805,71.320428
2025-11-06T09:31:10:000Z,V017,55,99,0.92,212987,24.822089,86.490661
2025-11-06T07:24:10:000Z,V030,21,116,2.35,81262,27.170219,78.890146
2025-11-06T05:52:10:000Z,V012,87,75,2.86,104433,26.135197,79.481489
2025-11-06T06:21:10:000Z,V036,69,75,0.78,215609,23.577785,82.170789
2025-11-06T08:16:10:000Z,V044,58,74,1.16,217474,20.301471,76.004816
2025-11-06T08:51:10:000Z,V022,41,100,2.39,190107,27.950291,74.003962
2025-11-06T07:24:10:000Z,V049,43,72,1.87,69163,21.481481,73.623631
2025-11-06T07:14:10:000Z,V002,51,84,2.81,248272,21.023189,81.485758
2025-11-06T06:02:10:000Z,V027,102,98,0.16,222373,25.326787,70.615386
2025-11-06T05:17:10:000Z,V000,93,76,2.69,151587,22.493133,86.230129
2025-11-06T07:51:10:000Z,V001,57,95,2.01,162116,20.596297,84.658556
2025-11-06T09:17:10:000Z,V009,33,64,0.45,168851,24.611413,85.41797
2025-11-06T03:20:10:000Z,V007,29,66,2.42,79664,23.895135,84.131042
2025-11-06T07:21:10:000Z,V000,88,100,0.76,229678,25.009227,86.228992
2025-11-06T02:20:10:000Z,V029,87,66,1.64,224851,25.999218,85.925827
2025-11-06T09:18:10:000Z,V042,21,85,2.44,146170,27.971018,78.983946
2025-11-06T09:18:10:000Z,V018,38,83,0.36,134710,23.469704,82.619759
2025-11-06T06:59:10:000Z,V042,90,78,0.87,247253,25.268762,70.917203
2025-11-06T04:13:10:000Z,V026,95,119,2.06,83114,25.22947,71.50127
2025-11-06T07:50:10:000Z,V016,16,66,1.87,107957,22.367587,77.73509
2025-11-06T04:33:10:000Z,V032,59,82,0.17,67307,26.474318,87.15134
2025-11-06T05:27:10:000Z,V046,93,111,2.06,80372,23.087868,75.714967
2025-11-06T06:19:10:000Z,V021,119,103,1.39,154121,23.503025,86.400655
2025-11-06T02:53:10:000Z,V049,15,93,1.55,198285,25.701026,83.402627
2025-11-06T05:30:10:000Z,V014,94,64,1.27,168886,24.055313,82.072053
2025-11-06T04:21:10:000Z,V033,68,117,0.66,130879,26.952339,82.308419
2025-11-06T09:07:10:000Z,V046,71,90,0.47,45029,20.805619,72.583077
2025-11-06T06:55:10:000Z,V012,90,96,2.46,148886,27.228808,81.02323
2025-11-06T03:59:10:000Z,V024,32,102,1.65,48183,23.961017,79.586013
2025-11-06T09:25:10:000Z,V017,106,60,1.46,32851,20.888071,73.374687
2025-11-06T03:42:10:000Z,V037,13,105,1.55,155022,25.188461,86.336469
2025-11-06T08:54:10:000Z,V038,81,67,0.91,60713,27.494448,81.874799
2025-11-06T03:11:10:000Z,V006,58,77,1.93,210615,24.35042,77.966175
2025-11-06T06:56:10:000Z,V040,119,100,1.67,195266,22.276904,73.268742
2025-11-06T09:13:10:000Z,V005,56,97,2.15,98207,21.996546,76.268586
2025-11-06T02:39:10:000Z,V041,87,98,0.66,69716,26.21893,82.23327
2025-11-06T08:23:10:000Z,V047,98,88,0.54,232602,27.38086,76.364331
2025-11-06T03:28:10:000Z,V049,78,83,0.93,242033,23.340358,77.001178
2025-11-06T02:04:10:000Z,V042,54,63,0.1,36785,25.169498,70.296892
2025-11-06T08:34:10:000Z,V014,99,112,2.65,63219,26.387938,87.394544
2025-11-06T08:21:10:000Z,V032,29,60,1.49,65305,21.989247,73.310042
2025-11-06T06:35:10:000Z,V007,79,65,1.86,101601,23.499934,83.3611
2025-11-06T07:22:10:000Z,V031,106,71,1.29,48712,24.039366,74.494197
2025-11-06T02:44:10:000Z,V007,105,92,0.84,72136,20.558483,70.755846
2025-11-06T03:13:10:000Z,V025,100,110,2.97,30886,25.616947,84.991933
2025-11-06T05:37:10:000Z,V036,37,71,2.12,201495,20.526569,71.338523
2025-11-06T06:14:10:000Z,V033,78,111,0.26,190074,23.667492,85.137041
2025-11-06T07:28:10:000Z,V024,50,115,2.13,44205,22.872177,70.981572
2025-11-06T06:18:10:000Z,V005,16,88,1.68,237031,20.444481,87.781433
2025-11-06T01:26:10:000Z,V017,39,62,1.23,138198,23.229144,77.972892
2025-11-06T06:09:10:000Z,V040,100,93,1.79,122324,24.907306,76.63378
2025-11-06T05:09:10:000Z,V020,92,89,0.32,192020,24.416587,70.98953
2025-11-06T03:13:10:000Z,V004,55,69,1.04,78003,25.165201,75.446784
2025-11-06T08:32:10:000Z,V049,86,61,0.71,29095,24.10644,70.122508
2025-11-06T08:37:10:000Z,V021,32,95,0.91,59416,22.113136,71.605134
2025-11-06T06:48:10:000Z,V036,84,87,2.11,220268,22.409148,76.645679
2025-11-06T04:48:10:000Z,V020,102,98,1.98,189743,23.923543,72.039232
2025-11-06T04:38:10:000Z,V034,76,70,2.6,33261,23.834748,81.699769
2025-11-06T07:46:10:000Z,V014,92,77,2.77,246590,22.03723,87.619996
2025-11-06T06:50:10:000Z,V009,73,76,2.36,100109,21.008303,80.636679
2025-11-06T05:22:10:000Z,V008,58,62,1.25,89579,27.792669,71.175943
2025-11-06T08:03:10:000Z,V016,73,100,2.34,55138,23.837903,85.494713
2025-11-06T09:03:10:000Z,V048,22,95,0.14,130943,27.99802,70.843216
2025-11-06T03:21:10:000Z,V046,85,83,1.98,162022,23.837581,82.604715
2025-11-06T05:51:10:000Z,V032,48,92,2.25,77390,24.025061,85.542302
2025-11-06T09:14:10:000Z,V003,3,107,1.33,50387,26.574905,80.075466
2025-11-06T04:36:10:000Z,V046,92,103,0.19,30817,23.393941,84.107078
2025-11-06T08:41:10:000Z,V006,24,117,2.59,100786,25.228139,83.117893
2025-11-06T02:27:10:000Z,V044,5,94,1.25,235543,22.361358,75.761119
2025-11-06T03:20:10:000Z,V007,109,111,0.39,158943,25.605901,84.551174
2025-11-06T02:11:10:000Z,V039,7,116,2.43,123137,26.682743,80.192857
2025-11-06T01:55:10:000Z,V023,105,77,1.45,179061,20.807502,84.692955
2025-11-06T03:22:10:000Z,V018,45,87,1.99,181607,22.9188,86.899446
2025-11-06T09:09:10:000Z,V027,54,76,1.11,59295,25.370013,84.694336
2025-11-06T07:00:10:000Z,V030,99,114,2.75,188777,21.240382,72.252474
2025-11-06T04:11:10:000Z,V042,42,113,0.23,38328,20.253285,76.905246
2025-11-06T04:20:10:000Z,V001,58,89,2.38,152989,20.563762,85.277308
2025-11-06T02:08:10:000Z,V043,113,113,1.76,160622,22.096751,81.462718
2025-11-06T07:26:10:000Z,V002,43,114,1.82,153673,22.420722,71.86525
2025-11-06T02:36:10:000Z,V020,97,61,1.82,59734,21.325581,86.645587
2025-11-06T06:37:10:000Z,V001,102,85,0.65,67856,26.876078,85.835415
2025-11-06T04:09:10:000Z,V015,58,68,0.34,53522,22.625152,74.368669
2025-11-06T08:27:10:000Z,V037,28,112,3.0,187426,23.110204,85.142946
2025-11-06T05:19:10:000Z,V002,75,100,0.26,26998,23.838427,79.13672
2025-11-06T01:21:10:000Z,V027,82,75,2.9,152929,27.144586,71.17074
2025-11-06T08:48:10:000Z,V038,50,91,1.94,142123,23.198814,81.447746
2025-11-06T06:24:10:000Z,V002,39,100,0.98,227743,22.96517,77.718337
2025-11-06T06:35:10:000Z,V029,6,73,1.69,223206,26.481171,82.448565
2025-11-06T02:12:10:000Z,V045,77,103,2.14,130600,26.596783,87.37907
2025-11-06T07:43:10:000Z,V028,61,81,2.6,212211,20.601648,73.866325
2025-11-06T01:33:10:000Z,V023,40,97,2.74,210496,24.921483,75.333569
2025-11-06T02:24:10:000Z,V032,119,81,2.51,228720,27.425203,81.174619
2025-11-06T05:34:10:000Z,V024,22,88,2.25,221933,22.527248,86.733643
2025-11-06T07:46:10:000Z,V004,108,96,0.71,247420,25.633614,87.179166
2025-11-06T04:55:10:000Z,V017,83,61,1.88,107852,21.881245,70.055275
2025-11-06T05:17:10:000Z,V025,7,102,2.53,70589,26.713272,75.49594
2025-11-06T06:55:10:000Z,V016,89,66,2.84,28329,22.981309,71.178037
2025-11-06T07:07:10:000Z,V028,92,113,1.72,177087,20.183195,83.718765
2025-11-06T07:02:10:000Z,V011,33,106,1.65,150662,26.183182,84.882774
2025-11-06T03:05:10:000Z,V040,8,73,1.83,141016,27.55894,73.343585
2025-11-06T06:53:10:000Z,V025,13,80,2.45,136957,26.225581,84.496617
2025-11-06T09:25:10:000Z,V044,11,66,0.95,82257,27.652021,74.305257
2025-11-06T07:16:10:000Z,V010,11,113,2.24,225997,26.924524,81.785516
2025-11-06T02:39:10:000Z,V007,90,116,1.71,214122,26.508916,75.100603
2025-11-06T03:51:10:000Z,V001,55,73,0.63,90063,22.945721,76.544059
2025-11-06T01:57:10:000Z,V029,49,83,1.4,211760,21.1401,74.606921
2025-11-06T03:53:10:000Z,V019,90,98,0.8,146436,20.177097,76.969507
2025-11-06T05:13:10:000Z,V029,81,83,1.73,116946,27.70686,85.898281
2025-11-06T06:05:10:000Z,V047,94,114,1.38,114186,23.997366,79.113624
2025-11-06T02:21:10:000Z,V047,80,111,1.06,42083,25.541293,80.605027
2025-11-06T03:46:10:000Z,V011,1,76,0.9,116527,20.937807,70.656963
2025-11-06T01:24:10:000Z,V007,18,63,1.52,177936,24.087166,85.151939
2025-11-06T03:13:10:000Z,V008,49,91,0.63,221598,22.562766,74.382121
2025-11-06T04:06:10:000Z,V006,97,85,2.94,42549,25.561124,86.653891
2025-11-06T02:56:10:000Z,V019,5,66,1.5,98338,27.817533,73.80298
2025-11-06T04:44:10:000Z,V013,73,79,1.75,80160,23.331376,80.506591
2025-11-06T09:26:10:000Z,V011,75,82,0.82,101284,22.809994,80.753378
2025-11-06T07:17:10:000Z,V032,71,104,1.67,97590,22.23347,70.738377
2025-11-06T06:31:10:000Z,V011,52,86,2.86,54988,23.783469,87.073104
2025-11-06T03:57:10:000Z,V021,7,81,1.83,174969,22.082861,87.762182
2025-11-06T06:52:10:000Z,V014,86,101,2.95,45336,23.652389,77.811756
2025-11-06T07:58:10:000Z,V010,113,106,2.47,121056,24.408561,75.004729
2025-11-06T03:25:10:000Z,V027,108,89,0.79,35661,24.630747,79.620995
2025-11-06T03:32:10:000Z,V030,115,75,1.92,78384,22.22078,70.14827
2025-11-06T08:54:10:000Z,V008,63,90,2.58,105204,22.877338,79.223754
2025-11-06T08:23:10:000Z,V015,0,76,0.87,160935,22.648768,78.567239
2025-11-06T09:24:10:000Z,V027,60,84,1.1,209404,22.733118,85.733588
2025-11-06T06:58:10:000Z,V046,39,97,1.55,57685,25.11257,75.99993
2025-11-06T08:12:10:000Z,V022,72,96,2.09,197613,23.806088,85.485489
2025-11-06T06:45:10:000Z,V005,49,66,2.57,72521,26.726375,87.31493
2025-11-06T07:09:10:000Z,V019,83,115,2.25,33637,22.04558,70.879027
2025-11-06T01:50:10:000Z,V043,101,113,1.19,112328,26.877365,81.097568
2025-11-06T02:44:10:000Z,V044,61,72,1.99,87738,20.323279,71.174084
2025-11-06T08:47:10:000Z,V021,62,75,1.02,81200,21.323048,72.300343
2025-11-06T07:47:10:000Z,V032,98,68,1.92,249533,27.757031,70.55845
2025-11-06T05:25:10:000Z,V044,105,89,0.7,213946,20.995961,75.490747
2025-11-06T06:34:10:000Z,V013,117,74,1.97,50440,23.85709,71.078323
2025-11-06T03:02:10:000Z,V013,107,87,1.43,152402,24.54926,74.79507
2025-11-06T02:31:10:000Z,V000,82,69,0.42,110863,25.369778,79.449787
2025-11-06T04:48:10:000Z,V043,40,96,2.83,24513,27.039881,74.31523
2025-11-06T08:22:10:000Z,V009,24,119,0.71,75427,27.208845,70.336369
2025-11-06T07:31:10:000Z,V039,98,91,0.38,70223,26.661748,86.793094
2025-11-06T09:37:10:000Z,V046,112,116,2.91,72260,24.111683,86.234083
